From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
P70627	P70627	reviewed	FOLH1_RAT	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen homolog) (Pteroylpoly-gamma-glutamate carboxypeptidase)	Folh1 Naalad1	Rattus norvegicus (Rat)	752	GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0006760; GO:0008233; GO:0009986; GO:0016020; GO:0016805; GO:0030163; GO:0035609; GO:0043065; GO:0046872; GO:1904492; GO:1904493
Q9Z265	Q9Z265	reviewed	CHK2_MOUSE	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Checkpoint kinase 2)	Chek2 Chk2 Rad53	Mus musculus (Mouse)	546	GO:0000077; GO:0000086; GO:0000781; GO:0001934; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0006302; GO:0006355; GO:0006468; GO:0006974; GO:0006978; GO:0008630; GO:0010332; GO:0016301; GO:0016605; GO:0018105; GO:0019901; GO:0030163; GO:0031573; GO:0031625; GO:0042176; GO:0042770; GO:0042771; GO:0042802; GO:0042803; GO:0044773; GO:0045893; GO:0046777; GO:0046872; GO:0050821; GO:0051301; GO:0051726; GO:0070242; GO:0071466; GO:0071480; GO:0090307; GO:0106310; GO:1903416; GO:1903926; GO:2000002; GO:2000210
O75419	O75419	reviewed	CDC45_HUMAN	Cell division control protein 45 homolog (PORC-PI-1)	CDC45 CDC45L CDC45L2 UNQ374/PRO710	Homo sapiens (Human)	566	GO:0000076; GO:0000727; GO:0003682; GO:0003688; GO:0003697; GO:0005634; GO:0005654; GO:0005813; GO:0006268; GO:0006270; GO:0031261; GO:0036064; GO:0071162; GO:1902977
Q9JJZ8	Q9JJZ8	reviewed	CNGA3_MOUSE	Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)	Cnga3 Cng3	Mus musculus (Mouse)	631	GO:0001750; GO:0005221; GO:0005222; GO:0005223; GO:0005737; GO:0005886; GO:0006812; GO:0007601; GO:0017022; GO:0017071; GO:0030425; GO:0030553; GO:0032026; GO:0034220; GO:0043025; GO:0043194; GO:0043204; GO:0044877; GO:0045296; GO:0046549; GO:0051591; GO:0097386; GO:0098655; GO:0098659; GO:0120199; GO:1902495
Q90980	Q90980	reviewed	CNG3_CHICK	Cyclic nucleotide-gated channel rod photoreceptor subunit alpha (CNG channel 3) (CNG-3) (CNG3)		Gallus gallus (Chicken)	645	GO:0005222; GO:0005223; GO:0005886; GO:0007601; GO:0017071; GO:0030552; GO:0030553; GO:0042622; GO:0044877; GO:0050896; GO:0098655
Q5XIJ8	Q5XIJ8	reviewed	DRC2_RAT	Dynein regulatory complex subunit 2 (Coiled-coil domain-containing protein 65)	Ccdc65 Drc2	Rattus norvegicus (Rat)	502	GO:0003352; GO:0005858; GO:0005930; GO:0031514; GO:0036064; GO:0060271; GO:0060285; GO:0070286
Q2TA16	Q2TA16	reviewed	DRC2_BOVIN	Dynein regulatory complex subunit 2 (Coiled-coil domain-containing protein 65)	CCDC65 DRC2	Bos taurus (Bovine)	498	GO:0003352; GO:0005858; GO:0005930; GO:0031514; GO:0036064; GO:0060285; GO:0070286
Q99MP8	Q99MP8	reviewed	BRAP_MOUSE	BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING-type E3 ubiquitin transferase BRAP2)	Brap	Mus musculus (Mouse)	591	GO:0000151; GO:0000165; GO:0003676; GO:0004842; GO:0005654; GO:0005737; GO:0005829; GO:0007265; GO:0008139; GO:0008270; GO:0009968; GO:0016567; GO:0031965; GO:0042802; GO:0061630
Q9EST3	Q9EST3	reviewed	4ET_MOUSE	Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1)	Eif4enif1 Clast4	Mus musculus (Mouse)	983	GO:0000932; GO:0003729; GO:0005049; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006606; GO:0016605; GO:0016607; GO:0017148; GO:0019827; GO:0019900; GO:0030182; GO:0033962; GO:0035278; GO:0043231; GO:0045665; GO:0048255; GO:0060213; GO:0106289
P32234	P32234	reviewed	128UP_DROME	GTP-binding protein 128up	128up GTP-bp CG8340	Drosophila melanogaster (Fruit fly)	368	GO:0002181; GO:0003924; GO:0005525; GO:0005737
Q3SZ87	Q3SZ87	reviewed	SSRG_BOVIN	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)	SSR3	Bos taurus (Bovine)	185	GO:0005783; GO:0005789; GO:0006614
O97159	O97159	reviewed	CHDM_DROME	Chromodomain-helicase-DNA-binding protein Mi-2 homolog (EC 3.6.4.12) (ATP-dependent helicase Mi-2) (dMi-2)	Mi-2 CG8103	Drosophila melanogaster (Fruit fly)	1982	GO:0000122; GO:0000785; GO:0000791; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005700; GO:0005829; GO:0006338; GO:0006357; GO:0007064; GO:0007283; GO:0008270; GO:0016581; GO:0016887; GO:0030261; GO:0034728; GO:0042393; GO:0045892; GO:0051276; GO:0140658; GO:0140750
O14874	O14874	reviewed	BCKD_HUMAN	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)	BCKDK	Homo sapiens (Human)	412	GO:0004674; GO:0004740; GO:0005524; GO:0005739; GO:0005759; GO:0005947; GO:0006468; GO:0009063; GO:0009083; GO:0010906; GO:0016301; GO:0016310; GO:0045763; GO:0047323
F6Q1T7	F6Q1T7	reviewed	FUT1_BOVIN	Galactoside alpha-(1,2)-fucosyltransferase 1 (Alpha(1,2)FT 1) (Blood group H alpha 2-fucosyltransferase) (Fucosyltransferase 1) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1) (EC 2.4.1.344)	FUT1	Bos taurus (Bovine)	360	GO:0001954; GO:0005975; GO:0006486; GO:0006629; GO:0008107; GO:0010595; GO:0021772; GO:0031127; GO:0032580; GO:0036065; GO:1903672; GO:1904906
Q2TAD9	Q2TAD9	reviewed	ZFT1B_XENLA	Zinc finger TRAF-type-containing protein 1-B (Cysteine and histidine-rich protein 1-B)	zftraf1-b cyhr1-b	Xenopus laevis (African clawed frog)	365	GO:0005635; GO:0005737; GO:0008270
A0A061ACU2	A0A061ACU2	reviewed	PIEZ1_CAEEL	Piezo-type mechanosensitive ion channel component 1	pezo-1 C10C5.1	Caenorhabditis elegans	2442	GO:0005261; GO:0005886; GO:0008381; GO:0009612; GO:0030317; GO:0042391; GO:0050982; GO:0060279; GO:0071260; GO:0090727; GO:0098655
Q8SX83	Q8SX83	reviewed	SPEN_DROME	Protein split ends	spen CG18497	Drosophila melanogaster (Fruit fly)	5560	GO:0003729; GO:0005634; GO:0006355; GO:0006357; GO:0007379; GO:0007400; GO:0007403; GO:0007411; GO:0007422; GO:0008586; GO:0035222; GO:0035321; GO:0048106; GO:0048749; GO:0050832; GO:0090263
A6X391	A6X391	reviewed	DEACT_BRUA4	Deacetylase Oant_2987 (EC 3.1.1.-)	Oant_2987	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	402	GO:0016810; GO:0019213; GO:0046872; GO:0052689
Q8C4B4	Q8C4B4	reviewed	U119B_MOUSE	Protein unc-119 homolog B	Unc119b	Mus musculus (Mouse)	251	GO:0005929; GO:0007399; GO:0008289; GO:0035869; GO:0042953; GO:0060271
Q16932	Q16932	reviewed	STX_APLCA	Syntaxin		Aplysia californica (California sea hare)	290	GO:0005484; GO:0006836; GO:0006886; GO:0016020; GO:0016192
Q9HD33	Q9HD33	reviewed	RM47_HUMAN	Large ribosomal subunit protein uL29m (39S ribosomal protein L47, mitochondrial) (L47mt) (MRP-L47) (Nasopharyngeal carcinoma metastasis-related protein 1)	MRPL47 NCM1 CGI-204	Homo sapiens (Human)	250	GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0032543
Q2HJ97	Q2HJ97	reviewed	PHB2_BOVIN	Prohibitin-2	PHB2	Bos taurus (Bovine)	299	GO:0000423; GO:0002639; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005886; GO:0007005; GO:0007202; GO:0009986; GO:0016363; GO:0016477; GO:0023035; GO:0032991; GO:0035632; GO:0042113; GO:0042803; GO:0046625; GO:0098800; GO:1900208; GO:1901224; GO:1904959; GO:1990051
Q587J7	Q587J7	reviewed	TDR12_HUMAN	Putative ATP-dependent RNA helicase TDRD12 (EC 3.6.4.13) (ES cell-associated transcript 8 protein) (Tudor domain-containing protein 12)	TDRD12 ECAT8	Homo sapiens (Human)	1177	GO:0003676; GO:0003724; GO:0005524; GO:0007140; GO:0007283; GO:0009566; GO:0010526; GO:0016887; GO:0031047; GO:0034587; GO:0042078; GO:0043046; GO:1990923
Q9D1Q1	Q9D1Q1	reviewed	MPH6_MOUSE	M-phase phosphoprotein 6	Mphosph6	Mus musculus (Mouse)	161	GO:0000176; GO:0000178; GO:0000460; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829
Q08462	Q08462	reviewed	ADCY2_HUMAN	Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2)	ADCY2 KIAA1060	Homo sapiens (Human)	1091	GO:0000287; GO:0004016; GO:0005524; GO:0005737; GO:0005886; GO:0006171; GO:0007188; GO:0007189; GO:0007193; GO:0008179; GO:0016020; GO:0019933; GO:0030145; GO:0030425; GO:0045121; GO:1904322
Q9D0M2	Q9D0M2	reviewed	CDCA7_MOUSE	Cell division cycle-associated protein 7	Cdca7	Mus musculus (Mouse)	382	GO:0005634; GO:0005654; GO:0005829; GO:0006355; GO:0006915; GO:0042127
Q00685	Q00685	reviewed	CO3_LETCA	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain]	C3	Lethenteron camtschaticum (Japanese lamprey) (Lampetra japonica)	1673	GO:0004866; GO:0005615; GO:0006954; GO:0006958; GO:0045087
Q5ZLA6	Q5ZLA6	reviewed	MYO1C_CHICK	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C RCJMB04_6o17	Gallus gallus (Chicken)	1028	GO:0003774; GO:0005524; GO:0005737; GO:0005938; GO:0007015; GO:0015629; GO:0016459; GO:0030050; GO:0031410; GO:0031982; GO:0032587; GO:0051015; GO:0060171
Q9D5L7	Q9D5L7	reviewed	SPSB1_MOUSE	SPRY domain-containing SOCS box protein 1 (SSB-1)	Spsb1 Ssb1	Mus musculus (Mouse)	273	GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0043161; GO:1990756
P49916	P49916	reviewed	DNLI3_HUMAN	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3)	LIG3	Homo sapiens (Human)	1009	GO:0000724; GO:0003677; GO:0003909; GO:0003910; GO:0005524; GO:0005634; GO:0005654; GO:0005739; GO:0006266; GO:0006273; GO:0006287; GO:0006288; GO:0006302; GO:0007005; GO:0007049; GO:0008270; GO:0043504; GO:0051301; GO:0070421; GO:0071897; GO:0090298; GO:0097681
Q25637	Q25637	reviewed	PER_PERAM	Period circadian protein	per	Periplaneta americana (American cockroach) (Blatta americana)	893	GO:0005634; GO:0006357; GO:0048511
Q1T7C0	Q1T7C0	reviewed	CENPL_CHICK	Centromere protein L (CENP-L)	CENPL RCJMB04_9b13	Gallus gallus (Chicken)	344	GO:0000775; GO:0005634
Q9CY94	Q9CY94	reviewed	PSF3_MOUSE	DNA replication complex GINS protein PSF3 (GINS complex subunit 3)	Gins3 Psf3	Mus musculus (Mouse)	216	GO:0000811; GO:0005634; GO:0005654; GO:0006268; GO:0071162; GO:1900264; GO:1902975; GO:1903934
O00170	O00170	reviewed	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330	GO:0003713; GO:0003755; GO:0005654; GO:0005737; GO:0005829; GO:0006626; GO:0006805; GO:0010738; GO:0016020; GO:0017162; GO:0022417; GO:0034751; GO:0036004; GO:0051082; GO:0051344
B0W2S0	B0W2S0	reviewed	CLU_CULQU	Clustered mitochondria protein homolog	CPIJ001445	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	1377	GO:0005737; GO:0007005
A5PJ65	A5PJ65	reviewed	RER1_BOVIN	Protein RER1	RER1	Bos taurus (Bovine)	196	GO:0000139; GO:0005783; GO:0006621; GO:0006890
Q54BU4	Q54BU4	reviewed	ABCB1_DICDI	ABC transporter B family member 1 (ABC transporter ABCB.1)	abcB1 mrpA DDB_G0293416	Dictyostelium discoideum (Social amoeba)	909	GO:0005524; GO:0006935; GO:0006972; GO:0016020; GO:0016887; GO:0031154; GO:0042626; GO:0055085; GO:0140359
Q8K4P0	Q8K4P0	reviewed	WDR33_MOUSE	pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)	Wdr33 Wdc146	Mus musculus (Mouse)	1330	GO:0001650; GO:0005581; GO:0005634; GO:0005654; GO:0005847; GO:0006378
Q90WU3	Q90WU3	reviewed	DDX1_CHICK	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)	DDX1	Gallus gallus (Chicken)	740	GO:0003677; GO:0003682; GO:0003712; GO:0003724; GO:0004518; GO:0004527; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006302; GO:0006388; GO:0006397; GO:0008143; GO:0016887; GO:0032508; GO:0033677; GO:0072669
Q9UKM9	Q9UKM9	reviewed	RALY_HUMAN	RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog)	RALY HNRPCL2 P542	Homo sapiens (Human)	306	GO:0000398; GO:0003712; GO:0003723; GO:0005634; GO:0042632; GO:0071013; GO:1903506
Q6PBF7	Q6PBF7	reviewed	EMC4_XENTR	ER membrane protein complex subunit 4 (Transmembrane protein 85)	emc4 tmem85	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	180	GO:0005789; GO:0016020; GO:0045050; GO:0071816; GO:0072546
Q96DB5	Q96DB5	reviewed	RMD1_HUMAN	Regulator of microtubule dynamics protein 1 (RMD-1) (hRMD-1) (Protein FAM82B)	RMDN1 FAM82B CGI-90	Homo sapiens (Human)	314	GO:0005737; GO:0005739; GO:0005876; GO:0007052; GO:0008017; GO:0051315; GO:0097431
Q924N4	Q924N4	reviewed	S12A6_MOUSE	Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)	Slc12a6 Kcc3	Mus musculus (Mouse)	1150	GO:0005886; GO:0006811; GO:0006884; GO:0007268; GO:0008519; GO:0015079; GO:0015379; GO:0016323; GO:0019901; GO:0030424; GO:0045202; GO:0055064; GO:0055075; GO:0071333; GO:0071476; GO:0071477; GO:0071805; GO:0140157; GO:1902476; GO:1990573
Q58588	Q58588	reviewed	Y1187_METJA	Uncharacterized protein MJ1187 (EC 3.2.2.-)	MJ1187	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	301	GO:0016787
Q5RDP4	Q5RDP4	reviewed	SYLM_PONAB	Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	LARS2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	903	GO:0002161; GO:0004823; GO:0005524; GO:0005759; GO:0006429
D3YXS5	D3YXS5	reviewed	KIF28_MOUSE	Kinesin-like protein KIF28 (Kinesin family member 28) (Kinesin-like protein 6)	Kif28p Gm1305 Kif28 Klp6	Mus musculus (Mouse)	1028	GO:0003777; GO:0005524; GO:0005871; GO:0005874; GO:0007005; GO:0007018; GO:0008017; GO:0016887; GO:0030705; GO:0031966; GO:0072384
Q9UKV3	Q9UKV3	reviewed	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus (Acinus)	ACIN1 ACINUS KIAA0670	Homo sapiens (Human)	1341	GO:0003676; GO:0003723; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006397; GO:0008380; GO:0016607; GO:0016887; GO:0019899; GO:0030218; GO:0030263; GO:0043065; GO:0045657; GO:0048025; GO:0061574
Q8C190	Q8C190	reviewed	VP9D1_MOUSE	VPS9 domain-containing protein 1 (5-day ovary-specific transcript 1 protein)	Vps9d1	Mus musculus (Mouse)	649	GO:0005085; GO:0005829; GO:0016192; GO:0030139; GO:0031267; GO:0042802
B3A0R0	B3A0R0	reviewed	PPI_LOTGI	Putative peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Lottia gigantea (Giant owl limpet)	206	GO:0000413; GO:0003755; GO:0005576; GO:0006457
Q99MH6	Q99MH6	reviewed	NKD1_MOUSE	Protein naked cuticle homolog 1 (Naked-1) (mNkd) (mNkd1)	Nkd1	Mus musculus (Mouse)	471	GO:0000159; GO:0005509; GO:0005737; GO:0005886; GO:0007283; GO:0016055; GO:0030154; GO:0030165; GO:0030178; GO:0045732; GO:0090090; GO:1901231; GO:1901233; GO:2000096
Q8TB40	Q8TB40	reviewed	ABHD4_HUMAN	(Lyso)-N-acylphosphatidylethanolamine lipase (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 4) (Abhydrolase domain-containing protein 4) (Alpha/beta-hydrolase 4)	ABHD4	Homo sapiens (Human)	342	GO:0004622; GO:0005789; GO:0005811; GO:0006654; GO:0016042; GO:0016787; GO:0036152; GO:0042171; GO:0055088; GO:0070292
Q68ED3	Q68ED3	reviewed	PAPD5_MOUSE	Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)	Tent4b Papd5	Mus musculus (Mouse)	633	GO:0003677; GO:0003887; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006364; GO:0006378; GO:0007049; GO:0010587; GO:0031123; GO:0031499; GO:0032211; GO:0033500; GO:0043629; GO:0043630; GO:0046872; GO:0051301; GO:0060212; GO:0070568; GO:0071044; GO:0071050; GO:0071076; GO:1905870; GO:1990817
Q6P9S1	Q6P9S1	reviewed	ATMIN_MOUSE	ATM interactor (ATM/ATR-substrate CHK2-interacting zinc finger protein) (ASCIZ)	Atmin Kiaa0431	Mus musculus (Mouse)	818	GO:0000976; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0006974; GO:0010628; GO:0016604; GO:0044458; GO:0045893; GO:0045944; GO:0046872; GO:0070840; GO:1902857
P28651	P28651	reviewed	CAH8_MOUSE	Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII)	Ca8 Cals Cals1 Car8 Carp	Mus musculus (Mouse)	291	GO:0004089; GO:0005737; GO:0008270; GO:0048015
Q24248	Q24248	reviewed	ARA_DROME	Homeobox protein araucan	ara CG10571	Drosophila melanogaster (Fruit fly)	717	GO:0000978; GO:0000981; GO:0001745; GO:0005634; GO:0005737; GO:0006357; GO:0007474; GO:0007476; GO:0030182; GO:0035310; GO:0042693; GO:0045317; GO:0045893; GO:0045926; GO:0045944; GO:0048468; GO:0048813
P56656	P56656	reviewed	CP239_MOUSE	Cytochrome P450 2C39 (EC 1.14.14.1) (CYPIIC39)	Cyp2c39	Mus musculus (Mouse)	490	GO:0004497; GO:0005506; GO:0005737; GO:0005789; GO:0005886; GO:0006805; GO:0008392; GO:0008395; GO:0008401; GO:0008404; GO:0008405; GO:0016491; GO:0016712; GO:0019369; GO:0019373; GO:0019899; GO:0020037; GO:0034875; GO:0043231; GO:0070330; GO:0101020; GO:0120319
P17666	P17666	reviewed	CP2CE_RABIT	Cytochrome P450 2C14 (EC 1.14.14.1) (CYPIIC14) (Cytochrome P450 PHP3)	CYP2C14	Oryctolagus cuniculus (Rabbit)	490	GO:0005506; GO:0005789; GO:0020037; GO:0070330
Q9BY44	Q9BY44	reviewed	EIF2A_HUMAN	Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]	EIF2A CDA02 MSTP004 MSTP089	Homo sapiens (Human)	585	GO:0000049; GO:0003729; GO:0003743; GO:0005615; GO:0005737; GO:0005850; GO:0006413; GO:0006417; GO:0006468; GO:0009967; GO:0022627; GO:0032933; GO:0042255; GO:0043022; GO:0045296; GO:0072562; GO:1990928
Q9VTJ8	Q9VTJ8	reviewed	TIM14_DROME	Mitochondrial import inner membrane translocase subunit TIM14	Tim14 CG7394	Drosophila melanogaster (Fruit fly)	118	GO:0001405; GO:0001671; GO:0005744; GO:0030150
Q9ES28	Q9ES28	reviewed	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta) (p85SPR)	Arhgef7 Kiaa0142 Pak3bp	Mus musculus (Mouse)	862	GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0014069; GO:0016020; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0031267; GO:0032092; GO:0032991; GO:0043005; GO:0043015; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0045202; GO:0060124; GO:0097431; GO:0098794; GO:0098974; GO:0098982; GO:0099140; GO:1904424; GO:1905833
O55043	O55043	reviewed	ARHG7_RAT	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta)	Arhgef7 Pak3bp Pixb	Rattus norvegicus (Rat)	646	GO:0000322; GO:0001726; GO:0002244; GO:0005085; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0007030; GO:0007264; GO:0014069; GO:0016020; GO:0019901; GO:0030027; GO:0030032; GO:0030426; GO:0032092; GO:0032991; GO:0043005; GO:0043015; GO:0043025; GO:0043065; GO:0043547; GO:0043615; GO:0045202; GO:0050790; GO:0060124; GO:0097431; GO:0098794; GO:0098974; GO:0098982; GO:0099140; GO:1904424; GO:1905833
Q14155	Q14155	reviewed	ARHG7_HUMAN	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85)	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803	GO:0001726; GO:0005085; GO:0005737; GO:0005813; GO:0005829; GO:0005925; GO:0005938; GO:0007030; GO:0007165; GO:0007399; GO:0010763; GO:0019901; GO:0030027; GO:0030032; GO:0032991; GO:0035556; GO:0043005; GO:0043015; GO:0043025; GO:0043065; GO:0043547; GO:0048013; GO:0048041; GO:0097431; GO:0098794; GO:1900026; GO:1904424; GO:1905833; GO:2000394
Q15054	Q15054	reviewed	DPOD3_HUMAN	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039	Homo sapiens (Human)	466	GO:0000731; GO:0005654; GO:0005737; GO:0006261; GO:0006271; GO:0006297; GO:0006298; GO:0016035; GO:0030674; GO:0042276; GO:0043625; GO:0071897; GO:1904161
Q3T0H0	Q3T0H0	reviewed	LCMT1_BOVIN	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)	LCMT1	Bos taurus (Bovine)	332	GO:0005829; GO:0006481; GO:0010906; GO:0018423; GO:0031333; GO:0042981; GO:0090266
Q8BV42	Q8BV42	reviewed	ZN786_MOUSE	Zinc finger protein 786	Znf786 Zfp786	Mus musculus (Mouse)	777	GO:0000978; GO:0001228; GO:0005634; GO:0046872
Q9R0P3	Q9R0P3	reviewed	ESTD_MOUSE	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478)	Esd Es10 Sid478	Mus musculus (Mouse)	282	GO:0005829; GO:0016788; GO:0018738; GO:0031410; GO:0042802; GO:0046294; GO:0052689; GO:1901575
Q9P2H3	Q9P2H3	reviewed	IFT80_HUMAN	Intraflagellar transport protein 80 homolog (WD repeat-containing protein 56)	IFT80 KIAA1374 WDR56	Homo sapiens (Human)	777	GO:0001649; GO:0001958; GO:0003418; GO:0005737; GO:0005813; GO:0005929; GO:0007224; GO:0010839; GO:0030992; GO:0033687; GO:0035567; GO:0035630; GO:0035720; GO:0036064; GO:0043616; GO:0060173; GO:0060271; GO:0061975; GO:0097500; GO:0097542; GO:0097731; GO:1905515; GO:2000051
A0A5F8MPE6	A0A5F8MPE6	reviewed	CX058_MOUSE	Uncharacterized protein CXorf58 homolog		Mus musculus (Mouse)	368	
Q96LI9	Q96LI9	reviewed	CX058_HUMAN	Uncharacterized protein CXorf58	CXorf58	Homo sapiens (Human)	332	
Q1XG90	Q1XG90	reviewed	LYS2_CRAVI	Lysozyme 2 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase 2) (Invertebrate-type lysozyme 2) (cv-lysozyme 2)	lysoz2	Crassostrea virginica (Eastern oyster)	135	GO:0003796; GO:0005576; GO:0008152; GO:0031640; GO:0042742; GO:0051838
